order_id,order_date,product_name,category,quantity,unit_price,total_amount,customer_type,department,doctor_name,manufacturer,batch_number,expiry_date,payment_method,discount_rate,sales_rep,region,notes
ORD20240926000499,2024-09-26,氨溴索口服液,呼吸系统药物,14,83.96,1128.42,个人,骨科,医生83,制药厂27,B2023222915,2027-04-15,自费,0.96,代表20,北京市东城区,
ORD20240612000500,2024-06-12,头孢克肟胶囊,抗生素,7,50.32,334.63,个人,消化科,医生29,制药厂38,B2023766556,2026-09-03,商业保险,0.95,代表28,北京市西城区,
ORD20230824000501,2023-08-24,匹多莫德口服液,免疫调节药物,12,481.91,5667.26,个人,骨科,医生89,制药厂48,B2022238911,2025-02-04,医保,0.98,代表6,北京市海淀区,
ORD20241004000502,2024-10-04,美托洛尔片,心血管药物,16,142.03,2113.41,个人,内科,医生46,制药厂17,B2022923598,2026-05-06,医保,0.93,代表27,北京市丰台区,
ORD20220511000503,2022-05-11,胰岛素注射液,内分泌药物,8,25.96,188.99,机构,骨科,医生44,制药厂23,B2023971764,2023-12-26,商业保险,0.91,代表9,北京市海淀区,
ORD20241121000504,2024-11-21,硝酸甘油片,急救药品,15,147.15,2163.11,个人,肿瘤科,医生79,制药厂7,B2024111687,2026-03-14,商业保险,0.98,代表4,北京市海淀区,
ORD20230225000505,2023-02-25,塞来昔布胶囊,镇痛药物,10,31.98,310.21,机构,外科,医生20,制药厂42,B2022946482,2025-07-27,医保,0.97,代表4,北京市海淀区,
ORD20240501000506,2024-05-01,叶酸片,血液系统药物,16,44.34,659.78,个人,外科,医生35,制药厂24,B2023847799,2026-09-30,自费,0.93,代表21,北京市海淀区,
ORD20241220000507,2024-12-20,维生素B族片,维生素,14,11.21,147.52,机构,消化科,医生88,制药厂24,B2022088251,2027-02-12,医保,0.94,代表25,北京市朝阳区,
ORD20241125000508,2024-11-25,硝苯地平缓释片,心血管药物,13,57.36,745.68,机构,内科,医生51,制药厂49,B2022103473,2026-05-12,商业保险,1.0,代表2,北京市丰台区,
ORD20240508000509,2024-05-08,钙片,维生素,11,37.47,408.05,机构,消化科,医生79,制药厂10,B2023807618,2025-05-16,自费,0.99,代表21,北京市海淀区,
ORD20240624000510,2024-06-24,左旋咪唑片,免疫调节药物,13,449.45,5725.99,个人,内科,医生69,制药厂22,B2023003064,2026-04-28,商业保险,0.98,代表18,北京市东城区,
ORD20241113000511,2024-11-13,碘伏消毒液,外用药,6,28.46,153.68,机构,妇科,医生100,制药厂20,B2023867926,2027-05-19,商业保险,0.9,代表4,北京市朝阳区,
ORD20230616000512,2023-06-16,吉非替尼片,抗肿瘤药物,4,105.72,397.51,个人,呼吸科,医生44,制药厂16,B2024079737,2026-01-22,商业保险,0.94,代表8,北京市东城区,
ORD20221014000513,2022-10-14,匹多莫德口服液,免疫调节药物,8,283.85,2066.43,个人,神经科,医生59,制药厂7,B2022387974,2025-03-25,自费,0.91,代表3,北京市朝阳区,
ORD20220924000514,2022-09-24,板蓝根颗粒,中成药,12,72.46,843.43,机构,骨科,医生75,制药厂32,B2023637937,2024-11-09,自费,0.97,代表23,北京市西城区,
ORD20240503000515,2024-05-03,阿昔洛韦片,抗病毒药物,5,45.98,218.41,个人,消化科,医生68,制药厂8,B2023784483,2026-08-14,自费,0.95,代表16,北京市朝阳区,
ORD20240127000516,2024-01-27,布洛芬缓释胶囊,镇痛药物,14,94.22,1200.36,机构,内科,医生67,制药厂10,B2022317086,2026-02-08,自费,0.91,代表12,北京市东城区,
ORD20220227000517,2022-02-27,维生素K1注射液,血液系统药物,19,29.9,534.01,机构,妇科,医生24,制药厂48,B2023261034,2024-01-05,医保,0.94,代表18,北京市东城区,
ORD20220402000518,2022-04-02,鱼肝油,维生素,19,30.79,555.76,机构,呼吸科,医生93,制药厂39,B2022343269,2024-03-12,商业保险,0.95,代表21,北京市西城区,
ORD20240708000519,2024-07-08,蒙脱石散,消化系统药物,20,22.5,436.5,机构,妇科,医生51,制药厂22,B2023391750,2026-08-31,商业保险,0.97,代表29,北京市西城区,
ORD20220701000520,2022-07-01,阿昔洛韦片,抗病毒药物,19,147.3,2686.75,机构,消化科,医生83,制药厂8,B2023652395,2025-06-24,医保,0.96,代表20,北京市丰台区,
ORD20220419000521,2022-04-19,肾上腺素注射液,急救药品,17,155.1,2610.33,个人,内科,医生36,制药厂14,B2022638278,2023-08-20,医保,0.99,代表26,北京市丰台区,
ORD20240402000522,2024-04-02,硝酸甘油片,急救药品,1,108.47,100.88,机构,内科,医生68,制药厂21,B2022985213,2025-10-03,医保,0.93,代表4,北京市朝阳区,
ORD20230808000523,2023-08-08,多潘立酮片,消化系统药物,3,45.78,126.35,个人,内科,医生79,制药厂21,B2022471445,2025-09-28,商业保险,0.92,代表2,北京市东城区,
ORD20231018000524,2023-10-18,复方消化酶胶囊,消化系统药物,9,135.02,1142.27,个人,妇科,医生31,制药厂49,B2023534874,2025-02-17,自费,0.94,代表17,北京市丰台区,
ORD20220824000525,2022-08-24,谷维素片,神经系统药物,18,54.57,923.32,个人,心血管科,医生82,制药厂15,B2022055409,2024-12-31,商业保险,0.94,代表19,北京市朝阳区,
ORD20220915000526,2022-09-15,卡马西平片,神经系统药物,17,72.44,1132.96,机构,消化科,医生22,制药厂16,B2023387942,2024-02-07,商业保险,0.92,代表15,北京市朝阳区,备注60
ORD20230816000527,2023-08-16,顺铂注射液,抗肿瘤药物,16,50.24,747.57,机构,神经科,医生81,制药厂14,B2023509361,2025-04-28,自费,0.93,代表2,北京市海淀区,
ORD20220524000528,2022-05-24,谷维素片,神经系统药物,4,65.34,256.13,机构,心血管科,医生27,制药厂40,B2023306215,2024-12-13,商业保险,0.98,代表11,北京市东城区,
ORD20240716000529,2024-07-16,维生素B1片,神经系统药物,11,102.72,1050.83,机构,内科,医生89,制药厂9,B2023661033,2026-10-29,商业保险,0.93,代表16,北京市朝阳区,
ORD20221222000530,2022-12-22,鱼肝油,维生素,18,39.31,643.9,个人,消化科,医生4,制药厂43,B2023143022,2025-10-16,自费,0.91,代表27,北京市西城区,
ORD20240104000531,2024-01-04,维生素B族片,维生素,1,42.76,38.91,个人,呼吸科,医生2,制药厂15,B2023911324,2026-01-17,自费,0.91,代表22,北京市东城区,
ORD20230913000532,2023-09-13,维生素K1注射液,血液系统药物,16,42.8,684.8,机构,呼吸科,医生91,制药厂46,B2023564425,2024-10-19,医保,1.0,代表7,北京市西城区,
ORD20230723000533,2023-07-23,地塞米松注射液,急救药品,7,50.69,344.19,个人,外科,医生76,制药厂9,B2023912065,2026-02-21,医保,0.97,代表9,北京市丰台区,
ORD20241207000534,2024-12-07,左旋咪唑片,免疫调节药物,1,136.33,136.33,机构,消化科,医生59,制药厂1,B2023101849,2027-11-16,自费,1.0,代表14,北京市西城区,
ORD20241127000535,2024-11-27,六味地黄丸,中成药,2,60.61,120.01,个人,骨科,医生54,制药厂35,B2023156181,2026-07-14,医保,0.99,代表13,北京市海淀区,
ORD20220221000536,2022-02-21,胸腺肽注射液,免疫调节药物,14,490.14,6861.96,个人,儿科,医生43,制药厂20,B2022172584,2023-11-03,医保,1.0,代表16,北京市西城区,
ORD20231116000537,2023-11-16,利巴韦林片,抗病毒药物,16,64.49,949.29,个人,神经科,医生67,制药厂16,B2022198184,2025-10-29,医保,0.92,代表21,北京市西城区,
ORD20220625000538,2022-06-25,阿莫西林胶囊,抗生素,3,62.84,184.75,机构,内科,医生39,制药厂40,B2023618075,2023-08-27,医保,0.98,代表4,北京市朝阳区,
ORD20230827000539,2023-08-27,干扰素注射液,抗病毒药物,20,92.3,1809.08,个人,呼吸科,医生50,制药厂30,B2024048014,2025-04-21,商业保险,0.98,代表20,北京市朝阳区,
ORD20220223000540,2022-02-23,藿香正气水,中成药,4,92.29,335.94,个人,肿瘤科,医生25,制药厂37,B2022339337,2024-10-24,自费,0.91,代表12,北京市西城区,
ORD20240629000541,2024-06-29,多潘立酮片,消化系统药物,2,29.27,53.27,机构,消化科,医生84,制药厂49,B2022926098,2026-05-14,商业保险,0.91,代表29,北京市丰台区,
ORD20221029000542,2022-10-29,藿香正气水,中成药,10,94.47,888.02,个人,内科,医生31,制药厂33,B2024101894,2023-11-06,自费,0.94,代表12,北京市海淀区,
ORD20230217000543,2023-02-17,叶酸片,血液系统药物,16,57.82,897.37,机构,肿瘤科,医生73,制药厂22,B2023585909,2025-06-09,自费,0.97,代表11,北京市海淀区,
ORD20220328000544,2022-03-28,板蓝根颗粒,中成药,8,138.79,1077.01,个人,妇科,医生62,制药厂48,B2023976431,2024-07-17,商业保险,0.97,代表13,北京市海淀区,
ORD20220114000545,2022-01-14,二甲双胍片,内分泌药物,1,20.32,19.51,机构,呼吸科,医生25,制药厂41,B2023506896,2023-06-08,医保,0.96,代表1,北京市海淀区,
ORD20221223000546,2022-12-23,孟鲁司特钠片,呼吸系统药物,11,110.64,1192.7,个人,妇科,医生3,制药厂12,B2022682657,2024-08-30,医保,0.98,代表27,北京市海淀区,
ORD20220816000547,2022-08-16,格列美脲片,内分泌药物,8,52.71,396.38,个人,消化科,医生80,制药厂28,B2023832071,2024-08-31,医保,0.94,代表5,北京市海淀区,
ORD20230128000548,2023-01-28,创可贴,外用药,11,36.25,382.8,个人,内科,医生98,制药厂40,B2023514098,2025-11-09,商业保险,0.96,代表10,北京市海淀区,
ORD20220420000549,2022-04-20,吉非替尼片,抗肿瘤药物,17,442.78,7527.26,个人,外科,医生61,制药厂43,B2023582062,2024-09-01,医保,1.0,代表17,北京市西城区,
ORD20241108000550,2024-11-08,胰岛素注射液,内分泌药物,6,82.64,461.13,机构,呼吸科,医生61,制药厂18,B2023497569,2026-11-25,商业保险,0.93,代表30,北京市丰台区,
ORD20230301000551,2023-03-01,复方甘草片,呼吸系统药物,8,73.29,551.14,机构,心血管科,医生74,制药厂11,B2022965170,2025-01-07,商业保险,0.94,代表3,北京市海淀区,
ORD20230828000552,2023-08-28,藿香正气水,中成药,2,42.22,80.22,机构,心血管科,医生58,制药厂30,B2023117700,2026-05-25,自费,0.95,代表26,北京市西城区,
ORD20240223000553,2024-02-23,头孢克肟胶囊,抗生素,9,71.84,620.7,个人,骨科,医生65,制药厂33,B2023402280,2026-02-24,自费,0.96,代表30,北京市海淀区,
ORD20220527000554,2022-05-27,二甲双胍片,内分泌药物,11,86.44,874.77,机构,骨科,医生96,制药厂50,B2023755496,2024-04-28,医保,0.92,代表23,北京市丰台区,
ORD20230619000555,2023-06-19,阿奇霉素片,抗生素,12,49.46,581.65,机构,肿瘤科,医生97,制药厂42,B2022048733,2025-08-05,商业保险,0.98,代表17,北京市海淀区,
ORD20230412000556,2023-04-12,复方甘草片,呼吸系统药物,17,76.42,1247.17,机构,呼吸科,医生44,制药厂6,B2022814077,2025-10-28,自费,0.96,代表25,北京市西城区,
ORD20240710000557,2024-07-10,奥司他韦胶囊,抗病毒药物,19,87.45,1644.93,个人,呼吸科,医生85,制药厂23,B2022874694,2026-05-18,自费,0.99,代表14,北京市西城区,
ORD20230906000558,2023-09-06,二甲双胍片,内分泌药物,2,89.46,177.13,机构,肿瘤科,医生81,制药厂39,B2023567404,2025-02-09,自费,0.99,代表7,北京市西城区,
ORD20240302000559,2024-03-02,布地奈德混悬液,呼吸系统药物,19,25.21,478.99,机构,外科,医生22,制药厂7,B2023733910,2026-12-16,医保,1.0,代表27,北京市丰台区,
ORD20230118000560,2023-01-18,氨溴索口服液,呼吸系统药物,13,137.59,1663.46,机构,消化科,医生9,制药厂30,B2022157039,2024-09-12,商业保险,0.93,代表1,北京市海淀区,
ORD20240421000561,2024-04-21,维生素B族片,维生素,5,49.53,235.27,个人,心血管科,医生27,制药厂9,B2022536075,2026-08-23,自费,0.95,代表27,北京市西城区,
ORD20230928000562,2023-09-28,肾上腺素注射液,急救药品,15,110.45,1540.78,个人,呼吸科,医生9,制药厂26,B2023555044,2024-10-04,商业保险,0.93,代表11,北京市丰台区,
ORD20240731000563,2024-07-31,感冒清热颗粒,中成药,10,113.22,1086.91,机构,骨科,医生51,制药厂40,B2024113869,2026-11-10,自费,0.96,代表8,北京市海淀区,
ORD20240603000564,2024-06-03,六味地黄丸,中成药,6,137.52,800.37,机构,内科,医生31,制药厂11,B2022719810,2025-09-08,自费,0.97,代表22,北京市朝阳区,
ORD20230321000565,2023-03-21,曲马多片,镇痛药物,18,67.58,1106.96,个人,外科,医生65,制药厂50,B2024006341,2025-04-01,自费,0.91,代表15,北京市海淀区,
ORD20241102000566,2024-11-02,青霉素注射液,抗生素,15,13.74,193.73,个人,心血管科,医生5,制药厂1,B2022652878,2026-12-15,商业保险,0.94,代表30,北京市海淀区,
ORD20240808000567,2024-08-08,六味地黄丸,中成药,18,19.55,341.34,机构,儿科,医生61,制药厂18,B2022423794,2027-08-08,医保,0.97,代表20,北京市朝阳区,
ORD20220912000568,2022-09-12,创可贴,外用药,1,12.58,12.2,机构,神经科,医生23,制药厂14,B2023831564,2024-02-16,商业保险,0.97,代表18,北京市海淀区,
ORD20220408000569,2022-04-08,奥司他韦胶囊,抗病毒药物,10,90.31,848.91,个人,内科,医生99,制药厂25,B2023974305,2024-12-10,医保,0.94,代表12,北京市海淀区,
ORD20220202000570,2022-02-02,维生素C片,维生素,11,49.52,533.83,个人,妇科,医生13,制药厂43,B2022433736,2024-12-29,医保,0.98,代表14,北京市丰台区,
ORD20231101000571,2023-11-01,格列美脲片,内分泌药物,18,97.45,1648.85,个人,妇科,医生28,制药厂7,B2022926298,2026-01-12,医保,0.94,代表1,北京市西城区,
ORD20220125000572,2022-01-25,维生素B族片,维生素,3,25.64,74.61,机构,内科,医生9,制药厂14,B2023065940,2023-11-06,商业保险,0.97,代表16,北京市朝阳区,
ORD20221218000573,2022-12-18,谷维素片,神经系统药物,13,93.98,1185.09,个人,神经科,医生23,制药厂41,B2023956209,2025-11-27,商业保险,0.97,代表16,北京市朝阳区,
ORD20240708000574,2024-07-08,维生素B族片,维生素,1,27.65,25.44,个人,骨科,医生31,制药厂48,B2023104990,2027-03-31,商业保险,0.92,代表3,北京市朝阳区,
ORD20241018000575,2024-10-18,维生素B1片,神经系统药物,7,31.23,209.87,机构,神经科,医生18,制药厂18,B2022821648,2026-06-18,商业保险,0.96,代表26,北京市西城区,
ORD20230814000576,2023-08-14,叶酸片,血液系统药物,11,42.06,430.27,个人,妇科,医生88,制药厂45,B2023854644,2025-03-11,商业保险,0.93,代表28,北京市西城区,
ORD20230111000577,2023-01-11,感冒清热颗粒,中成药,16,19.05,277.37,个人,儿科,医生27,制药厂9,B2022243845,2024-07-26,商业保险,0.91,代表18,北京市海淀区,
ORD20220610000578,2022-06-10,鱼肝油,维生素,7,19.02,122.49,个人,骨科,医生37,制药厂37,B2023154299,2023-12-07,自费,0.92,代表28,北京市西城区,
ORD20240107000579,2024-01-07,鱼肝油,维生素,15,12.55,176.95,机构,儿科,医生62,制药厂2,B2023967249,2026-09-22,自费,0.94,代表28,北京市朝阳区,
ORD20230907000580,2023-09-07,肾上腺素注射液,急救药品,6,119.51,666.87,机构,呼吸科,医生37,制药厂25,B2023448878,2025-12-24,医保,0.93,代表11,北京市海淀区,
ORD20230205000581,2023-02-05,多潘立酮片,消化系统药物,17,10.59,174.63,机构,心血管科,医生54,制药厂26,B2023917113,2025-02-22,自费,0.97,代表16,北京市东城区,
ORD20220526000582,2022-05-26,维生素C片,维生素,4,49.66,186.72,个人,妇科,医生98,制药厂28,B2022666711,2024-12-25,商业保险,0.94,代表23,北京市西城区,
ORD20240125000583,2024-01-25,转移因子口服液,免疫调节药物,14,342.91,4656.72,机构,内科,医生47,制药厂41,B2023811462,2025-09-29,商业保险,0.97,代表22,北京市海淀区,
ORD20240721000584,2024-07-21,顺铂注射液,抗肿瘤药物,20,164.43,3157.06,个人,内科,医生15,制药厂50,B2022247297,2027-05-30,自费,0.96,代表23,北京市丰台区,
ORD20220614000585,2022-06-14,云南白药气雾剂,外用药,6,44.42,261.19,机构,消化科,医生69,制药厂43,B2022986045,2024-02-27,商业保险,0.98,代表14,北京市朝阳区,
ORD20231207000586,2023-12-07,阿昔洛韦片,抗病毒药物,7,68.42,474.15,机构,内科,医生22,制药厂32,B2022012587,2026-01-17,医保,0.99,代表25,北京市西城区,
ORD20230814000587,2023-08-14,匹多莫德口服液,免疫调节药物,12,126.79,1399.76,个人,呼吸科,医生24,制药厂33,B2022298383,2024-12-28,商业保险,0.92,代表27,北京市海淀区,
ORD20220501000588,2022-05-01,胸腺肽注射液,免疫调节药物,7,414.13,2695.99,机构,肿瘤科,医生14,制药厂41,B2022432307,2024-06-22,自费,0.93,代表3,北京市西城区,
ORD20220512000589,2022-05-12,二甲双胍片,内分泌药物,16,91.99,1398.25,个人,内科,医生35,制药厂49,B2022021685,2023-08-23,医保,0.95,代表7,北京市丰台区,
ORD20240209000590,2024-02-09,阿托品注射液,急救药品,16,187.78,2944.39,机构,神经科,医生48,制药厂44,B2022886164,2026-10-19,医保,0.98,代表12,北京市西城区,
ORD20220428000591,2022-04-28,甲状腺片,内分泌药物,1,122.88,116.74,机构,儿科,医生4,制药厂39,B2022329693,2025-04-12,自费,0.95,代表23,北京市海淀区,
ORD20240831000592,2024-08-31,创可贴,外用药,1,34.71,34.71,个人,神经科,医生6,制药厂48,B2022848279,2026-07-26,医保,1.0,代表20,北京市西城区,
ORD20220616000593,2022-06-16,胰岛素注射液,内分泌药物,16,141.47,2263.52,个人,心血管科,医生38,制药厂39,B2022503345,2025-06-01,商业保险,1.0,代表29,北京市丰台区,
ORD20241030000594,2024-10-30,头孢克肟胶囊,抗生素,3,79.71,222.39,机构,儿科,医生58,制药厂8,B2023249858,2027-09-19,医保,0.93,代表8,北京市海淀区,
ORD20220703000595,2022-07-03,美托洛尔片,心血管药物,1,149.07,137.14,机构,骨科,医生29,制药厂47,B2022668803,2024-06-01,商业保险,0.92,代表4,北京市海淀区,
ORD20241004000596,2024-10-04,阿司匹林肠溶片,心血管药物,19,132.07,2459.14,个人,神经科,医生49,制药厂46,B2023917252,2027-06-11,商业保险,0.98,代表21,北京市丰台区,
ORD20240613000597,2024-06-13,维生素K1注射液,血液系统药物,4,41.3,153.64,个人,神经科,医生95,制药厂38,B2022492902,2025-10-05,商业保险,0.93,代表12,北京市海淀区,
ORD20240218000598,2024-02-18,硝酸甘油片,急救药品,19,75.94,1370.72,机构,神经科,医生99,制药厂24,B2024053069,2026-03-21,商业保险,0.95,代表22,北京市丰台区,
ORD20220807000599,2022-08-07,维生素C片,维生素,15,29.22,407.62,个人,呼吸科,医生88,制药厂30,B2022385643,2024-06-05,医保,0.93,代表24,北京市朝阳区,
ORD20230925000600,2023-09-25,红霉素软膏,外用药,19,17.31,312.45,机构,骨科,医生91,制药厂25,B2022166458,2025-05-02,医保,0.95,代表27,北京市海淀区,
ORD20230406000601,2023-04-06,转移因子口服液,免疫调节药物,6,465.42,2764.59,机构,儿科,医生3,制药厂36,B2023016528,2025-05-11,自费,0.99,代表22,北京市西城区,
ORD20240312000602,2024-03-12,维生素C片,维生素,10,28.75,267.38,机构,外科,医生17,制药厂21,B2023931886,2025-09-27,商业保险,0.93,代表10,北京市西城区,
ORD20221009000603,2022-10-09,六味地黄丸,中成药,5,50.75,233.45,个人,神经科,医生93,制药厂37,B2022273418,2024-04-26,自费,0.92,代表14,北京市海淀区,
ORD20220716000604,2022-07-16,胰岛素注射液,内分泌药物,2,35.15,63.97,机构,肿瘤科,医生56,制药厂10,B2023617619,2024-12-24,医保,0.91,代表2,北京市朝阳区,
ORD20240927000605,2024-09-27,维生素B1片,神经系统药物,13,101.39,1291.71,个人,呼吸科,医生84,制药厂25,B2022718292,2027-08-14,自费,0.98,代表1,北京市朝阳区,
ORD20220907000606,2022-09-07,板蓝根颗粒,中成药,19,13.22,251.18,机构,外科,医生76,制药厂12,B2022998932,2025-01-10,商业保险,1.0,代表23,北京市西城区,
ORD20220914000607,2022-09-14,阿司匹林肠溶片,心血管药物,18,18.89,312.82,个人,心血管科,医生72,制药厂35,B2024019684,2025-08-31,自费,0.92,代表3,北京市丰台区,
ORD20220912000608,2022-09-12,维生素K1注射液,血液系统药物,4,145.2,534.34,个人,内科,医生72,制药厂29,B2024056149,2025-05-17,医保,0.92,代表2,北京市海淀区,
ORD20221127000609,2022-11-27,阿司匹林肠溶片,心血管药物,2,129.2,235.14,机构,神经科,医生70,制药厂11,B2023091001,2024-04-02,医保,0.91,代表10,北京市朝阳区,
ORD20241129000610,2024-11-29,塞来昔布胶囊,镇痛药物,15,102.28,1396.12,机构,消化科,医生46,制药厂39,B2023389365,2027-04-15,医保,0.91,代表23,北京市朝阳区,
ORD20220402000611,2022-04-02,氨溴索口服液,呼吸系统药物,10,36.33,359.67,个人,肿瘤科,医生71,制药厂14,B2023526882,2023-11-08,自费,0.99,代表5,北京市丰台区,
ORD20230607000612,2023-06-07,卡马西平片,神经系统药物,6,100.97,569.47,机构,心血管科,医生89,制药厂10,B2023384338,2024-08-30,医保,0.94,代表21,北京市东城区,
ORD20230130000613,2023-01-30,左旋咪唑片,免疫调节药物,17,303.64,4955.4,个人,神经科,医生56,制药厂25,B2022075055,2025-04-03,医保,0.96,代表9,北京市朝阳区,
ORD20240413000614,2024-04-13,阿司匹林肠溶片,心血管药物,12,99.62,1183.49,个人,妇科,医生36,制药厂1,B2022267179,2026-01-17,医保,0.99,代表13,北京市朝阳区,
ORD20220910000615,2022-09-10,蒙脱石散,消化系统药物,16,92.44,1345.93,机构,消化科,医生35,制药厂39,B2022261785,2024-09-01,医保,0.91,代表11,北京市西城区,
ORD20241224000616,2024-12-24,创可贴,外用药,5,26.46,123.04,个人,儿科,医生19,制药厂25,B2023465380,2027-11-27,医保,0.93,代表30,北京市东城区,
ORD20230526000617,2023-05-26,伊马替尼片,抗肿瘤药物,6,368.05,2075.8,机构,消化科,医生37,制药厂18,B2023109529,2025-05-22,商业保险,0.94,代表29,北京市海淀区,
ORD20220628000618,2022-06-28,卡马西平片,神经系统药物,3,117.88,339.49,个人,外科,医生22,制药厂37,B2022152385,2023-09-14,商业保险,0.96,代表10,北京市丰台区,
ORD20220122000619,2022-01-22,维生素B族片,维生素,17,26.58,438.3,个人,心血管科,医生2,制药厂40,B2022491119,2024-12-15,商业保险,0.97,代表14,北京市丰台区,
ORD20230516000620,2023-05-16,转移因子口服液,免疫调节药物,6,323.32,1881.72,个人,儿科,医生10,制药厂24,B2022359416,2025-11-02,自费,0.97,代表2,北京市西城区,
ORD20221216000621,2022-12-16,二甲双胍片,内分泌药物,8,57.31,449.31,机构,骨科,医生62,制药厂19,B2022684490,2024-04-14,医保,0.98,代表24,北京市丰台区,
ORD20230917000622,2023-09-17,布洛芬缓释胶囊,镇痛药物,20,140.96,2762.82,机构,内科,医生79,制药厂30,B2022855888,2024-11-13,自费,0.98,代表4,北京市朝阳区,
ORD20230117000623,2023-01-17,钙片,维生素,14,5.4,71.82,个人,心血管科,医生16,制药厂32,B2022023549,2024-04-12,商业保险,0.95,代表9,北京市海淀区,
ORD20240206000624,2024-02-06,加巴喷丁胶囊,神经系统药物,6,69.97,398.83,个人,呼吸科,医生85,制药厂29,B2022423291,2025-11-07,自费,0.95,代表24,北京市西城区,
ORD20230211000625,2023-02-11,阿托伐他汀钙片,心血管药物,5,49.89,234.48,个人,儿科,医生86,制药厂13,B2023235354,2025-01-15,医保,0.94,代表14,北京市西城区,
ORD20220918000626,2022-09-18,胰岛素注射液,内分泌药物,13,80.26,949.48,个人,儿科,医生20,制药厂23,B2023291223,2024-01-06,商业保险,0.91,代表8,北京市朝阳区,
ORD20231202000627,2023-12-02,维生素C片,维生素,10,24.54,228.22,机构,妇科,医生80,制药厂10,B2023879376,2025-02-23,医保,0.93,代表8,北京市东城区,
ORD20230624000628,2023-06-24,胸腺肽注射液,免疫调节药物,14,349.85,4506.07,个人,消化科,医生79,制药厂12,B2022493436,2026-06-16,医保,0.92,代表4,北京市海淀区,
ORD20230715000629,2023-07-15,复方甘草片,呼吸系统药物,20,69.68,1282.11,机构,心血管科,医生68,制药厂20,B2023804791,2024-09-04,医保,0.92,代表11,北京市西城区,
ORD20241110000630,2024-11-10,维生素C片,维生素,9,18.69,158.12,机构,妇科,医生41,制药厂4,B2022471669,2026-11-04,医保,0.94,代表2,北京市东城区,
ORD20240824000631,2024-08-24,谷维素片,神经系统药物,9,70.33,626.64,机构,骨科,医生15,制药厂7,B2023721223,2026-08-31,商业保险,0.99,代表18,北京市海淀区,
ORD20240111000632,2024-01-11,左旋咪唑片,免疫调节药物,9,157.21,1301.7,个人,外科,医生17,制药厂41,B2023912971,2026-02-07,医保,0.92,代表19,北京市海淀区,
ORD20240701000633,2024-07-01,布洛芬缓释胶囊,镇痛药物,18,20.48,353.89,机构,妇科,医生69,制药厂47,B2022401717,2026-05-05,医保,0.96,代表7,北京市西城区,
ORD20230602000634,2023-06-02,塞来昔布胶囊,镇痛药物,15,135.29,1948.18,机构,外科,医生62,制药厂27,B2023359255,2024-09-29,医保,0.96,代表6,北京市丰台区,
ORD20220922000635,2022-09-22,谷维素片,神经系统药物,2,143.81,281.87,个人,心血管科,医生64,制药厂44,B2023379412,2025-09-01,医保,0.98,代表6,北京市西城区,
ORD20240226000636,2024-02-26,创可贴,外用药,9,23.04,190.77,个人,肿瘤科,医生28,制药厂38,B2023791145,2025-02-28,商业保险,0.92,代表15,北京市丰台区,
ORD20241211000637,2024-12-11,加巴喷丁胶囊,神经系统药物,10,129.35,1254.69,个人,儿科,医生29,制药厂3,B2023374902,2027-06-29,自费,0.97,代表2,北京市海淀区,
ORD20230723000638,2023-07-23,对乙酰氨基酚片,镇痛药物,2,47.86,91.89,个人,消化科,医生15,制药厂1,B2023676692,2025-04-02,商业保险,0.96,代表20,北京市东城区,
ORD20230625000639,2023-06-25,胸腺肽注射液,免疫调节药物,20,233.75,4347.75,个人,神经科,医生29,制药厂47,B2022723895,2024-08-21,自费,0.93,代表1,北京市丰台区,
ORD20220806000640,2022-08-06,匹多莫德口服液,免疫调节药物,9,475.55,4237.15,个人,呼吸科,医生29,制药厂21,B2022694341,2025-05-16,商业保险,0.99,代表21,北京市西城区,
ORD20230420000641,2023-04-20,匹多莫德口服液,免疫调节药物,16,215.89,3143.36,机构,儿科,医生23,制药厂13,B2023469036,2024-10-21,商业保险,0.91,代表6,北京市东城区,
ORD20221130000642,2022-11-30,对乙酰氨基酚片,镇痛药物,20,124.45,2289.88,个人,心血管科,医生32,制药厂30,B2023667594,2024-04-24,医保,0.92,代表24,北京市丰台区,
ORD20220125000643,2022-01-25,硝酸甘油片,急救药品,1,88.02,80.1,个人,儿科,医生32,制药厂50,B2022225385,2023-02-07,医保,0.91,代表21,北京市丰台区,
ORD20220120000644,2022-01-20,叶酸片,血液系统药物,11,85.93,935.78,个人,儿科,医生62,制药厂49,B2023458279,2023-04-17,医保,0.99,代表10,北京市东城区,
ORD20230515000645,2023-05-15,阿奇霉素片,抗生素,4,97.85,352.26,个人,消化科,医生38,制药厂7,B2023317804,2024-06-28,医保,0.9,代表1,北京市海淀区,
ORD20240524000646,2024-05-24,维生素B族片,维生素,10,20.9,192.28,机构,外科,医生63,制药厂11,B2022294678,2027-04-24,医保,0.92,代表10,北京市东城区,
ORD20231115000647,2023-11-15,阿司匹林肠溶片,心血管药物,3,139.26,413.6,个人,儿科,医生55,制药厂34,B2022863971,2026-07-26,商业保险,0.99,代表14,北京市海淀区,
ORD20230910000648,2023-09-10,阿托品注射液,急救药品,4,82.71,307.68,机构,骨科,医生92,制药厂5,B2024021035,2026-02-02,医保,0.93,代表25,北京市海淀区,
ORD20240310000649,2024-03-10,六味地黄丸,中成药,4,124.05,476.35,个人,外科,医生42,制药厂9,B2022477308,2025-12-20,自费,0.96,代表11,北京市西城区,
